tag,root,pos,images
glasses,glasses,NOUN,262271
glint,glint,NOUN,16645
glitch,glitch,NOUN,1414
globe,globe,NOUN,1393
glomp,glomp,NOUN,1361
gloom_(expression),gloom,PROPN,2830
glove_biting,biting,NOUN,707
gloved_handjob,handjob,NOUN,3110
gloves,gloves,NOUN,875760
gloves_removed,removed,VERB,1288
glowing,glowing,VERB,70504
glowing_butterfly,butterfly,NOUN,847
glowing_eye,glowing,VERB,8412
glowing_eyes,eyes,NOUN,31905
glowing_hair,hair,NOUN,833
glowing_horns,horns,NOUN,989
glowing_sword,sword,NOUN,1980
glowing_weapon,weapon,NOUN,3470
glowing_wings,wings,NOUN,1088
glowstick,glowstick,PROPN,2081
goat,goat,PROPN,676
goat_ears,ears,NOUN,1401
goat_girl,girl,NOUN,1022
goat_horns,horns,NOUN,6600
goatee,goatee,PROPN,13892
goblet,goblet,PROPN,844
goblin,goblin,PROPN,1384
goggles,goggles,NOUN,39428
goggles_around_neck,goggles,NOUN,3065
goggles_on_head,goggles,NOUN,21418
goggles_on_headwear,goggles,NOUN,2867
gohei,gohei,PROPN,12813
gokkun,gokkun,PROPN,760
gold,gold,NOUN,4924
gold_armor,armor,NOUN,1264
gold_chain,chain,NOUN,2105
gold_trim,trim,NOUN,20487
golden_arms,arms,NOUN,660
goldfish,goldfish,PROPN,2623
golf_club,club,NOUN,849
good_end,end,NOUN,993
gorget,gorget,VERB,1683
gothic,gothic,ADJ,3115
gothic_lolita,lolita,PROPN,13979
gourd,gourd,NOUN,4537
gown,gown,NOUN,2036
grabbing,grabbing,VERB,58808
grabbing_another's_ass,grabbing,VERB,3086
grabbing_another's_chin,grabbing,VERB,1625
grabbing_another's_hair,grabbing,VERB,4553
grabbing_from_behind,grabbing,VERB,13223
grabbing_own_ass,grabbing,VERB,4457
grabbing_own_breast,grabbing,VERB,9131
gradient,gradient,NOUN,100481
gradient_background,background,NOUN,91416
gradient_clothes,clothes,NOUN,1127
gradient_eyes,eyes,NOUN,3979
gradient_hair,hair,NOUN,78325
gradient_legwear,legwear,NOUN,1125
gradient_sky,sky,NOUN,3181
graduation,graduation,NOUN,609
graffiti,graffiti,NOUN,2131
grand_piano,piano,NOUN,752
grapes,grapes,NOUN,5395
graphite_(medium),graphite,NOUN,8747
grass,grass,NOUN,46535
grave,grave,PROPN,853
graveyard,graveyard,NOUN,1561
greatsword,greatsword,PROPN,1653
greaves,greaves,VERB,8437
green-framed_eyewear,eyewear,NOUN,1611
green_apron,apron,NOUN,1526
green_background,background,NOUN,22153
green_bag,bag,NOUN,891
green_bikini,bikini,PROPN,8885
green_bodysuit,bodysuit,PROPN,1244
green_bow,bow,PROPN,25577
green_bowtie,bowtie,NOUN,3984
green_bra,bra,NOUN,3043
green_cape,cape,NOUN,2341
green_choker,choker,NOUN,2269
green_coat,coat,NOUN,2460
green_dress,dress,NOUN,21238
green_eyes,eyes,NOUN,578747
green_eyeshadow,eyeshadow,NOUN,696
green_flower,flower,NOUN,1297
green_footwear,footwear,NOUN,5704
green_gloves,gloves,NOUN,4839
green_hair,hair,NOUN,283615
green_hairband,hairband,NOUN,2577
green_hakama,hakama,NOUN,986
green_headwear,headwear,PROPN,15421
green_hoodie,hoodie,PROPN,1610
green_jacket,jacket,NOUN,16868
green_kimono,kimono,PROPN,5753
green_legwear,legwear,PROPN,3498
green_leotard,leotard,PROPN,3225
green_lips,lips,NOUN,2083
green_nails,nails,NOUN,8081
green_neckerchief,neckerchief,NOUN,1549
green_necktie,necktie,NOUN,6010
green_neckwear,neckwear,PROPN,2793
green_panties,panties,NOUN,6705
green_pants,pants,NOUN,4269
green_ribbon,ribbon,NOUN,14472
green_sailor_collar,collar,NOUN,3428
green_scarf,scarf,NOUN,2685
green_scrunchie,scrunchie,PROPN,741
green_shirt,shirt,NOUN,15215
green_shorts,shorts,NOUN,5821
green_skin,skin,NOUN,8883
green_skirt,skirt,PROPN,39085
green_sleeves,sleeves,NOUN,1176
green_sweater,sweater,PROPN,2470
green_swimsuit,swimsuit,PROPN,0
green_tail,tail,NOUN,683
green_tea,tea,NOUN,803
green_theme,theme,NOUN,5997
green_vest,vest,PROPN,6640
green_wings,wings,NOUN,895
grenade,grenade,PROPN,2883
grenade_launcher,launcher,NOUN,809
grey-framed_eyewear,eyewear,NOUN,1928
grey_background,background,NOUN,157519
grey_belt,belt,NOUN,1053
grey_bikini,bikini,PROPN,1227
grey_border,border,PROPN,1329
grey_bow,bow,PROPN,2084
grey_bra,bra,NOUN,1332
grey_cape,cape,NOUN,834
grey_cardigan,cardigan,PROPN,3660
grey_coat,coat,PROPN,2503
grey_dress,dress,NOUN,9452
grey_eyes,eyes,NOUN,96884
grey_footwear,footwear,NOUN,7370
grey_fur,fur,NOUN,1470
grey_gloves,gloves,NOUN,5842
grey_hair,hair,PROPN,365460
grey_headwear,headwear,PROPN,5565
grey_hoodie,hoodie,PROPN,3391
grey_jacket,jacket,NOUN,15621
grey_kimono,kimono,PROPN,1262
grey_legwear,legwear,PROPN,6113
grey_nails,nails,VERB,1039
grey_neckerchief,neckerchief,NOUN,1047
grey_necktie,necktie,NOUN,1490
grey_neckwear,neckwear,PROPN,0
grey_panties,panties,NOUN,2720
grey_pants,pants,NOUN,8463
grey_ribbon,ribbon,NOUN,1162
grey_sailor_collar,collar,PROPN,3001
grey_scarf,scarf,NOUN,1490
grey_shirt,shirt,NOUN,29811
grey_shorts,shorts,NOUN,6377
grey_skin,skin,NOUN,7246
grey_skirt,skirt,PROPN,25497
grey_sky,sky,NOUN,2328
grey_sleeves,sleeves,NOUN,1130
grey_sweater,sweater,PROPN,5857
grey_theme,theme,NOUN,938
grey_vest,vest,PROPN,3422
greyscale,greyscale,NOUN,376073
grill,grill,NOUN,844
grimace,grimace,VERB,1974
grimoire,grimoire,PROPN,1114
grimoire_of_alice,grimoire,NOUN,693
grin,grin,VERB,138377
grinding,grinding,VERB,2890
groceries,groceries,NOUN,660
grocery_bag,bag,NOUN,1056
groin,groin,VERB,105937
groin_tendon,tendon,PROPN,1561
groom,groom,PROPN,673
groping,groping,VERB,14174
ground_vehicle,vehicle,NOUN,38886
group_hug,hug,NOUN,762
group_name,name,NOUN,823
group_picture,picture,NOUN,826
group_sex,sex,NOUN,36866
guided_breast_grab,grab,NOUN,1046
guided_penetration,penetration,NOUN,903
guitar,guitar,NOUN,12823
guitar_case,case,NOUN,1083
gun,gun,NOUN,99712
gun_to_head,gun,NOUN,671
gunblade,gunblade,PROPN,733
guro,guro,PROPN,2846
gusset,gusset,NOUN,1991
gyaru,gyaru,X,6867
gym,gym,NOUN,1167
gym_shirt,shirt,NOUN,5205
gym_shorts,shorts,NOUN,3212
gym_storeroom,storeroom,NOUN,1451
gym_uniform,uniform,NOUN,22466
gymnastics,gymnastics,NOUN,830
h&k_hk416,h&k,PROPN,1409
h&k_ump,ump,VERB,676
habit,habit,NOUN,9710
hachimaki,hachimaki,PROPN,7550
hadanugi_dousa,dousa,PROPN,2384
hagoita,hagoita,NOUN,1544
hagoromo,hagoromo,PROPN,2817
hair_beads,beads,NOUN,3168
hair_behind_ear,hair,NOUN,11106
hair_bell,bell,NOUN,16151
hair_between_breasts,hair,NOUN,709
hair_between_eyes,hair,NOUN,680791
hair_blowing,blowing,VERB,73408
hair_bobbles,bobbles,NOUN,44046
hair_bow,bow,NOUN,377471
hair_brush,brush,NOUN,1619
hair_brushing,brushing,NOUN,0
hair_bun,bun,NOUN,149431
hair_censor,censor,NOUN,8828
hair_color_connection,connection,NOUN,654
hair_cones,cones,NOUN,9941
hair_cubes,cubes,NOUN,1743
hair_down,hair,NOUN,18850
hair_dryer,dryer,NOUN,762
hair_ears,ears,NOUN,1156
hair_flaps,flaps,NOUN,31208
hair_flip,flip,VERB,1006
hair_flower,flower,NOUN,180813
hair_flowing_over,flowing,VERB,813
hair_horns,horns,NOUN,2172
hair_in_mouth,hair,NOUN,1622
hair_intakes,intakes,NOUN,55771
hair_ornament,ornament,NOUN,928003
hair_over_breasts,hair,NOUN,7855
hair_over_eyes,hair,NOUN,11144
hair_over_one_breast,hair,NOUN,594
hair_over_one_eye,hair,NOUN,139144
hair_over_shoulder,hair,NOUN,31235
hair_pulled_back,pulled,VERB,5797
hair_ribbon,ribbon,NOUN,445881
hair_rings,rings,NOUN,24173
hair_scrunchie,scrunchie,PROPN,25259
hair_slicked_back,slicked,VERB,6077
hair_spread_out,spread,VERB,2359
hair_stick,stick,PROPN,11827
hair_strand,strand,PROPN,3205
hair_through_headwear,hair,NOUN,1917
hair_tie,tie,NOUN,15428
hair_tie_in_mouth,tie,NOUN,2841
hair_tubes,tubes,NOUN,59415
hair_tucking,tucking,VERB,3396
hair_twirling,twirling,NOUN,3018
hair_up,hair,VERB,10125
hairband,hairband,NOUN,326407
hairclip,hairclip,PROPN,222184
hairdressing,hairdressing,VERB,1805
hairjob,hairjob,PROPN,1062
hairlocs,hairlocs,NOUN,2133
hairpin,hairpin,ADJ,17484
hairpods,hairpods,NOUN,3200
hairy,hairy,ADJ,2413
hakama,hakama,NOUN,35619
hakama_pants,pants,NOUN,1263
hakama_short_skirt,skirt,NOUN,11113
hakama_skirt,skirt,NOUN,31890
hakuo_school_uniform,uniform,NOUN,503
hakurei_reimu_(cosplay),reimu,PROPN,1572
hakurei_shrine,shrine,PROPN,765
halberd,halberd,PROPN,1461
half-closed_eye,eye,NOUN,3773
half-closed_eyes,eyes,NOUN,54538
half-skirt,skirt,NOUN,621
half_gloves,gloves,NOUN,8922
half_updo,updo,NOUN,23599
halftone,halftone,PROPN,8054
halftone_background,background,NOUN,3859
halloween,halloween,PROPN,24456
halloween_bucket,bucket,NOUN,1433
halloween_costume,costume,PROPN,10784
hallway,hallway,NOUN,2655
halo,halo,NOUN,60420
halter_dress,dress,PROPN,4696
halter_top,halter,VERB,65606
halterneck,halterneck,PROPN,65606
hamaya,hamaya,PROPN,1263
hammer,hammer,NOUN,6577
hammer_and_sickle,hammer,NOUN,2074
hammock,hammock,NOUN,801
hamster,hamster,PROPN,2269
hanami,hanami,PROPN,721
hanasakigawa_school_uniform,uniform,NOUN,817
hanbok,hanbok,PROPN,935
hand_between_legs,hand,NOUN,18885
hand_fan,fan,NOUN,31958
hand_gesture,gesture,NOUN,819
hand_grab,grab,NOUN,2414
hand_in_another's_hair,hand,VERB,1893
hand_in_hair,hand,NOUN,21090
hand_in_panties,hand,VERB,2611
hand_in_pocket,hand,VERB,19240
hand_mirror,mirror,PROPN,759
hand_net,net,NOUN,1275
hand_on_another's_arm,hand,VERB,2401
hand_on_another's_ass,hand,VERB,1495
hand_on_another's_back,'s,AUX,2416
hand_on_another's_cheek,hand,VERB,4123
hand_on_another's_chest,hand,VERB,2621
hand_on_another's_chin,hand,VERB,3989
hand_on_another's_face,hand,VERB,9764
hand_on_another's_head,hand,VERB,21144
hand_on_another's_hip,hand,VERB,2526
hand_on_another's_leg,hand,VERB,969
hand_on_another's_neck,hand,VERB,882
hand_on_another's_shoulder,hand,VERB,13151
hand_on_another's_stomach,hand,VERB,1441
hand_on_another's_thigh,hand,VERB,2077
hand_on_another's_waist,hand,VERB,987
hand_on_ass,hand,VERB,5202
hand_on_breast,hand,VERB,1329
hand_on_eyewear,hand,NOUN,1401
hand_on_forehead,hand,NOUN,1036
hand_on_head,hand,VERB,2732
hand_on_headphones,hand,VERB,757
hand_on_headwear,hand,VERB,13681
hand_on_hilt,hand,NOUN,2197
hand_on_hip,hand,VERB,99887
hand_on_lap,hand,VERB,1193
hand_on_leg,hand,VERB,924
hand_on_own_arm,hand,VERB,3223
hand_on_own_ass,hand,VERB,5202
hand_on_own_cheek,hand,VERB,13796
hand_on_own_chest,hand,VERB,40680
hand_on_own_chin,hand,VERB,9014
hand_on_own_face,hand,VERB,26521
hand_on_own_head,hand,VERB,9156
hand_on_own_knee,hand,VERB,7471
hand_on_own_leg,hand,VERB,1610
hand_on_own_neck,hand,VERB,884
hand_on_own_shoulder,hand,VERB,1239
hand_on_own_stomach,hand,VERB,5254
hand_on_own_thigh,hand,VERB,7473
hand_on_shoulder,hand,VERB,1131
hand_on_thigh,hand,NOUN,1566
hand_over_eye,hand,VERB,683
hand_over_own_mouth,hand,VERB,2790
hand_puppet,puppet,NOUN,1469
hand_to_head,hand,NOUN,1036
hand_to_own_mouth,hand,NOUN,11509
hand_under_clothes,hand,VERB,3269
hand_under_shirt,hand,VERB,843
hand_up,hand,VERB,181326
handbag,handbag,PROPN,17320
handcuffs,handcuffs,NOUN,7050
handgun,handgun,NOUN,26205
handheld_game_console,console,NOUN,6924
handjob,handjob,NOUN,25621
handkerchief,handkerchief,NOUN,1438
hands,hands,NOUN,22362
hands_in_hair,hands,NOUN,3406
hands_in_opposite_sleeves,hands,NOUN,2949
hands_in_pockets,hands,NOUN,15664
hands_on_another's_cheeks,hands,VERB,1181
hands_on_another's_face,hands,VERB,2955
hands_on_another's_head,hands,VERB,1892
hands_on_another's_hips,hands,VERB,787
hands_on_another's_shoulders,hands,VERB,2961
hands_on_ass,hands,NOUN,1161
hands_on_feet,hands,NOUN,1294
hands_on_ground,hands,NOUN,718
hands_on_headwear,hands,NOUN,2034
hands_on_hilt,hands,NOUN,805
hands_on_hips,hands,NOUN,20641
hands_on_lap,hands,NOUN,1980
hands_on_own_ass,hands,NOUN,967
hands_on_own_cheeks,hands,NOUN,5085
hands_on_own_chest,hands,NOUN,11337
hands_on_own_face,hands,NOUN,10182
hands_on_own_head,hands,NOUN,2159
hands_on_own_knees,hands,NOUN,4440
hands_on_own_stomach,hands,NOUN,878
hands_on_own_thighs,hands,NOUN,1730
hands_on_shoulders,hands,NOUN,778
hands_up,hands,VERB,93859
handsfree_ejaculation,ejaculation,NOUN,1562
handstand,handstand,VERB,805
haneoka_school_uniform,uniform,NOUN,533
hanetsuki,hanetsuki,PROPN,1068
hanfu,hanfu,ADJ,1928
hanging,hanging,VERB,1469
hanging_breasts,breasts,NOUN,14292
haniwa_(statue),haniwa,PROPN,920
hanten_(clothes),hanten,PROPN,957
haori,haori,PROPN,9570
happi,happi,PROPN,1368
happy,happy,ADJ,53645
happy_birthday,birthday,NOUN,23385
happy_halloween,halloween,PROPN,3168
happy_new_year,year,NOUN,9286
happy_sex,sex,NOUN,11003
happy_tears,tears,NOUN,1816
happy_valentine,valentine,NOUN,2535
hardhat,hardhat,PROPN,673
harem,harem,NOUN,1813
harem_outfit,outfit,NOUN,2078
harem_pants,pants,VERB,1444
harness,harness,NOUN,5954
harp,harp,PROPN,1202
harpy,harpy,PROPN,2997
harvin,harvin,PROPN,1878
hashitsuki_nata,nata,PROPN,658
hat,hat,PROPN,871541
hat_bow,bow,NOUN,36737
hat_feather,feather,NOUN,8620
hat_flower,flower,NOUN,13728
hat_ornament,ornament,NOUN,22091
hat_over_one_eye,hat,VERB,967
hat_removed,removed,VERB,19437
hat_ribbon,ribbon,NOUN,48490
hat_tip,tip,NOUN,1237
hat_with_ears,hat,VERB,851
hatching_(texture),hatching,VERB,3989
hatsune_miku_(cosplay),miku,NOUN,1279
hatted_pokemon,hatted,VERB,2820
hauchiwa,hauchiwa,PROPN,1345
have_to_pee,have,VERB,1994
hawaiian_shirt,shirt,NOUN,1182
head,head,NOUN,637
head-mounted_display,display,NOUN,2453
head_back,head,VERB,1892
head_between_breasts,head,NOUN,1540
head_bump,bump,VERB,1869
head_chain,chain,NOUN,897
head_down,head,VERB,1045
head_fins,fins,VERB,7831
head_grab,grab,VERB,2039
head_on_another's_shoulder,head,VERB,1277
head_on_chest,head,VERB,747
head_on_hand,head,VERB,748
head_on_pillow,head,VERB,1015
head_out_of_frame,head,VERB,14382
head_rest,rest,VERB,19729
head_scarf,scarf,NOUN,7518
head_tilt,tilt,NOUN,101786
head_wings,wings,NOUN,39597
head_wreath,wreath,NOUN,8770
headband,headband,NOUN,73140
headdress,headdress,NOUN,12921
headgear,headgear,PROPN,68072
headless,headless,ADJ,1038
headpat,headpat,PROPN,12153
headphones,headphones,NOUN,67165
headphones_around_neck,headphones,NOUN,7403
headpiece,headpiece,NOUN,15859
heads-up_display,display,NOUN,889
heads_together,heads,VERB,6000
headset,headset,NOUN,24413
headwear_removed,removed,VERB,24657
health_bar,bar,NOUN,1580
heart,heart,NOUN,357209
heart-shaped_box,box,NOUN,4630
heart-shaped_chocolate,chocolate,NOUN,4493
heart-shaped_eyewear,eyewear,NOUN,3087
heart-shaped_lock,lock,NOUN,1093
heart-shaped_pupils,pupils,NOUN,58011
heart_ahoge,ahoge,PROPN,4791
heart_background,background,NOUN,3911
heart_balloon,balloon,NOUN,1018
heart_censor,censor,VERB,12551
heart_choker,choker,NOUN,3284
heart_cutout,cutout,NOUN,5133
heart_earrings,earrings,NOUN,6585
heart_eyes,eyes,NOUN,696
heart_hair_ornament,ornament,NOUN,14270
heart_hands,hands,VERB,10202
heart_hands_duo,duo,NOUN,1880
heart_in_eye,heart,NOUN,2883
heart_in_mouth,heart,NOUN,2750
heart_lock_(kantai_collection),lock,NOUN,835
heart_necklace,necklace,NOUN,3736
heart_of_string,heart,NOUN,10249
heart_pasties,pasties,NOUN,4443
heart_pillow,pillow,NOUN,2516
heart_print,print,NOUN,4914
heart_tail,tail,NOUN,1496
heart_tattoo,tattoo,NOUN,2369
heartbeat,heartbeat,PROPN,1146
heavy_breathing,breathing,NOUN,25478
heckler_&_koch,heckler,PROPN,1581
height_chart,chart,NOUN,745
height_difference,difference,NOUN,17316
helicopter,helicopter,NOUN,1451
helm,helm,PROPN,1687
helmet,helmet,NOUN,47469
helmet_removed,removed,VERB,2622
henshin,henshin,VERB,921
heroic_spirit_festival_outfit,outfit,NOUN,0
heroic_spirit_formal_dress,dress,NOUN,0
heroic_spirit_traveling_outfit,outfit,NOUN,0
hetero,hetero,PROPN,379195
heterochromia,heterochromia,NOUN,66165
hexagon,hexagon,PROPN,1527
hexagram,hexagram,PROPN,2366
hibiscus,hibiscus,PROPN,10080
hickey,hickey,NOUN,1141
hidden_eyes,eyes,NOUN,1369
hidden_face,face,NOUN,823
hiding,hiding,VERB,3014
high-waist_pants,pants,NOUN,1706
high-waist_shorts,shorts,NOUN,1668
high-waist_skirt,skirt,NOUN,20475
high_collar,collar,NOUN,18768
high_contrast,contrast,NOUN,1954
high_heel_boots,boots,NOUN,24435
high_heels,heels,NOUN,128047
high_kick,kick,NOUN,1236
high_ponytail,ponytail,NOUN,45559
highleg,highleg,PROPN,62498
highleg_bikini,bikini,PROPN,9174
highleg_leotard,leotard,PROPN,25074
highleg_panties,panties,PROPN,13910
highleg_swimsuit,swimsuit,PROPN,12604
hikarizaka_private_high_school_uniform,uniform,NOUN,2190
hikimayu,hikimayu,PROPN,1612
hill,hill,PROPN,2294
hime_cut,cut,VERB,15142
hip_bones,bones,NOUN,2635
hip_focus,focus,NOUN,14591
hip_vent,vent,NOUN,9273
hirschgeweih_antennas,antennas,NOUN,555
hishaku,hishaku,PROPN,878
hitachi_magic_wand,wand,PROPN,1795
hitodama,hitodama,PROPN,13655
hitting,hitting,VERB,1153
hogwarts_school_uniform,uniform,NOUN,650
holding,holding,VERB,719755
holding_animal,holding,VERB,7362
holding_another's_arm,holding,VERB,3022
holding_another's_wrist,holding,VERB,7214
holding_arrow,holding,VERB,2243
holding_axe,axe,NOUN,2764
holding_bag,bag,NOUN,10040
holding_ball,ball,NOUN,4580
holding_balloon,balloon,NOUN,1123
holding_baseball_bat,holding,VERB,1078
holding_basket,basket,NOUN,1925
holding_book,book,NOUN,23754
holding_bottle,bottle,NOUN,9950
holding_bouquet,bouquet,NOUN,6044
holding_bow_(weapon),bow,NOUN,5660
holding_bowl,bowl,NOUN,3389
holding_box,box,NOUN,2944
holding_breath,breath,NOUN,843
holding_broom,broom,NOUN,3513
holding_brush,brush,NOUN,1398
holding_camera,camera,NOUN,3143
holding_can,can,AUX,4561
holding_candy,holding,VERB,3907
holding_card,card,NOUN,4972
holding_cat,cat,NOUN,1945
holding_chopsticks,holding,VERB,5619
holding_cigarette,holding,VERB,3812
holding_clipboard,clipboard,NOUN,1519
holding_clothes,holding,VERB,13968
holding_condom,holding,VERB,2130
holding_controller,controller,NOUN,1908
holding_cup,cup,NOUN,32526
holding_dagger,dagger,NOUN,2663
holding_doll,doll,NOUN,2094
holding_drink,drink,NOUN,1819
holding_eyewear,holding,VERB,5056
holding_fan,fan,NOUN,9717
holding_fishing_rod,holding,VERB,963
holding_flag,flag,NOUN,2434
holding_flower,holding,VERB,12851
holding_food,holding,VERB,45740
holding_fork,fork,NOUN,4920
holding_fruit,holding,VERB,7020
holding_game_controller,controller,NOUN,1106
holding_gift,gift,NOUN,6951
holding_gun,gun,NOUN,34337
holding_hair,hair,NOUN,7751
holding_hammer,holding,VERB,1780
holding_handheld_game_console,holding,VERB,1391
holding_hands,hands,NOUN,68068
holding_hat,hat,NOUN,5088
holding_head,head,NOUN,714
holding_helmet,helmet,NOUN,1399
holding_innertube,holding,VERB,1446
holding_instrument,instrument,NOUN,6223
holding_jacket,jacket,NOUN,1052
holding_knife,knife,NOUN,11663
holding_lantern,lantern,NOUN,1544
holding_leaf,holding,VERB,1404
holding_leash,holding,VERB,1663
holding_legs,legs,NOUN,1042
holding_letter,letter,NOUN,718
holding_lollipop,holding,VERB,3038
holding_mask,mask,NOUN,3157
holding_microphone,microphone,NOUN,8404
holding_needle,needle,NOUN,1501
holding_own_arm,holding,VERB,3657
holding_own_foot,holding,VERB,702
holding_paintbrush,holding,VERB,1871
holding_panties,panties,NOUN,2449
holding_paper,paper,NOUN,3873
holding_pen,holding,VERB,3815
holding_pencil,holding,VERB,1702
holding_person,person,NOUN,2382
holding_phone,holding,VERB,22275
holding_pillow,holding,VERB,1181
holding_pipe,pipe,NOUN,2343
holding_pizza,pizza,NOUN,911
holding_plate,plate,NOUN,6218
holding_poke_ball,holding,VERB,11320
holding_pokemon,holding,VERB,3160
holding_polearm,holding,VERB,8472
holding_pom_poms,holding,VERB,2437
holding_ribbon,ribbon,NOUN,788
holding_sack,holding,VERB,1578
holding_saucer,holding,VERB,859
holding_scissors,scissors,NOUN,1049
holding_scythe,scythe,NOUN,2775
holding_sheath,holding,VERB,2255
holding_shield,shield,NOUN,3871
holding_shoes,shoes,NOUN,1468
holding_sign,sign,NOUN,2087
holding_spoon,holding,VERB,5417
holding_staff,staff,NOUN,15355
holding_stick,stick,NOUN,1564
holding_strap,holding,VERB,4456
holding_stuffed_toy,holding,VERB,6272
holding_stylus,stylus,NOUN,1023
holding_sword,sword,NOUN,58909
holding_syringe,syringe,NOUN,1795
holding_tail,tail,NOUN,796
holding_towel,holding,VERB,3257
holding_tray,tray,NOUN,9479
holding_umbrella,umbrella,NOUN,16755
holding_underwear,underwear,NOUN,2974
holding_vegetable,holding,VERB,938
holding_wand,holding,VERB,4768
holding_water_gun,holding,VERB,1113
holding_weapon,weapon,NOUN,145379
holding_whip,whip,NOUN,1609
hole,hole,NOUN,874
holly,holly,ADV,1684
hologram,hologram,PROPN,879
holographic_interface,interface,NOUN,1190
hololive_idol_uniform,uniform,NOUN,786
holster,holster,NOUN,10355
holstered_weapon,weapon,NOUN,1623
homu,homu,X,695
homurahara_academy_uniform,uniform,PROPN,1805
honey,honey,NOUN,1094
honeycomb_(pattern),pattern,NOUN,1152
honeycomb_background,background,NOUN,789
hood,hood,NOUN,174585
hood_down,hood,NOUN,47805
hood_up,hood,VERB,24420
hooded_cape,cape,NOUN,2141
hooded_capelet,capelet,NOUN,3255
hooded_cardigan,cardigan,NOUN,1161
hooded_cloak,cloak,NOUN,6573
hooded_coat,coat,NOUN,4640
hooded_jacket,jacket,NOUN,30848
hooded_robe,robe,NOUN,1092
hooded_sweater,sweater,NOUN,1513
hooded_track_jacket,jacket,NOUN,1148
hoodie,hoodie,PROPN,79508
hook,hook,NOUN,715
hoop,hoop,NOUN,975
hoop_earrings,earrings,NOUN,18007
hooves,hooves,NOUN,1736
horizon,horizon,VERB,14119
horizontal_pupils,pupils,NOUN,2465
horizontal_stripes,stripes,NOUN,0
horn_bow,bow,NOUN,3164
horn_ornament,ornament,NOUN,11358
horn_ribbon,ribbon,NOUN,5699
horned_headwear,headwear,NOUN,2855
horned_helmet,helmet,NOUN,1603
horns,horns,NOUN,275583
horns_through_headwear,horns,NOUN,1439
horror_(theme),horror,NOUN,3502
horse,horse,NOUN,6089
horse_ears,ears,NOUN,46336
horse_girl,girl,NOUN,38439
horse_penis,penis,NOUN,1120
horse_tail,tail,NOUN,26971
horseback_riding,riding,VERB,2173
horseshoe_ornament,ornament,PROPN,2614
hose,hose,PROPN,3550
hospital,hospital,NOUN,673
hospital_bed,bed,NOUN,1039
hospital_gown,gown,NOUN,735
hot,hot,ADJ,4106
hot_dog,dog,NOUN,1021
houndstooth,houndstooth,PROPN,912
hourglass,hourglass,PROPN,921
house,house,PROPN,7746
how_to,to,PART,826
hug,hug,VERB,82849
hug_from_behind,hug,VERB,17211
huge_ahoge,ahoge,NOUN,5940
huge_ass,ass,NOUN,8539
huge_bow,bow,NOUN,969
huge_breasts,breasts,NOUN,136263
huge_nipples,nipples,NOUN,2644
huge_penis,penis,NOUN,5453
huge_weapon,weapon,NOUN,7557
hugging_own_legs,hugging,VERB,10485
humanization,humanization,NOUN,3100
humanoid_robot,robot,PROPN,1853
humiliation,humiliation,NOUN,1316
hungry,hungry,ADJ,741
